# Sample Size: 10000
# Sender wins: 4966 | Cracker wins: 5034
# Sender Average | Rolls: 48.7417 | Sent Encrypted 10.1429 | Removed Token 1.2219
# Cracker Average | Rolls: 48.6816 | Get Encrypted 7.7677 | Get Cracked 8.1126
#
[Round, Winner, Sender(Rolls, SendEncr, RemoveDat), Cracker(Rolls, GetEncr, GetCrac)]
[2746, 'Cracker', (35, 10, 0), (30, 7, 5)]
[2747, 'Sender', (55, 11, 0), (57, 7, 8)]
[2748, 'Sender', (34, 11, 0), (27, 7, 7)]
[2749, 'Sender', (89, 11, 5), (83, 13, 9)]
[2750, 'Sender', (70, 11, 2), (74, 10, 12)]
[2751, 'Sender', (51, 11, 2), (51, 11, 6)]
[2752, 'Cracker', (44, 7, 0), (46, 4, 9)]
[2753, 'Cracker', (21, 10, 0), (21, 5, 8)]
[2754, 'Sender', (56, 11, 1), (52, 9, 12)]
[2755, 'Cracker', (57, 9, 1), (54, 8, 6)]
[2756, 'Cracker', (34, 9, 2), (29, 7, 7)]
[2757, 'Sender', (69, 11, 0), (71, 7, 11)]
[2758, 'Sender', (60, 11, 1), (55, 9, 7)]
[2759, 'Cracker', (36, 9, 0), (39, 5, 7)]
[2760, 'Sender', (29, 11, 0), (25, 5, 4)]
[2761, 'Cracker', (49, 9, 2), (59, 9, 12)]
[2762, 'Sender', (69, 11, 6), (68, 12, 10)]
[2763, 'Sender', (68, 11, 7), (62, 15, 8)]
[2764, 'Cracker', (44, 9, 1), (44, 8, 7)]
[2765, 'Cracker', (86, 10, 2), (90, 9, 18)]
[2766, 'Cracker', (67, 9, 1), (80, 8, 11)]
[2767, 'Sender', (46, 11, 0), (41, 7, 5)]
[2768, 'Sender', (42, 11, 1), (46, 9, 6)]
[2769, 'Sender', (58, 11, 0), (54, 6, 7)]
[2770, 'Sender', (41, 11, 8), (40, 12, 4)]
[2771, 'Sender', (26, 11, 0), (28, 4, 7)]
[2772, 'Cracker', (52, 10, 2), (53, 8, 5)]
[2773, 'Cracker', (71, 10, 3), (70, 12, 11)]
[2774, 'Sender', (43, 11, 5), (40, 8, 3)]
[2775, 'Cracker', (22, 8, 0), (24, 5, 8)]
[2776, 'Cracker', (73, 10, 1), (75, 10, 13)]
[2777, 'Cracker', (51, 9, 4), (49, 11, 5)]
[2778, 'Sender', (74, 11, 1), (73, 9, 10)]
[2779, 'Cracker', (57, 10, 1), (51, 10, 8)]
[2780, 'Cracker', (38, 10, 0), (39, 7, 6)]
[2781, 'Sender', (62, 11, 3), (59, 11, 9)]
[2782, 'Sender', (27, 11, 0), (30, 5, 6)]
[2783, 'Sender', (47, 11, 2), (46, 8, 4)]
[2784, 'Sender', (47, 11, 0), (47, 6, 7)]
[2785, 'Sender', (46, 11, 0), (51, 8, 5)]
[2786, 'Sender', (41, 11, 0), (48, 7, 6)]
[2787, 'Cracker', (37, 7, 0), (37, 5, 8)]
[2788, 'Sender', (62, 11, 1), (64, 8, 8)]
[2789, 'Sender', (26, 11, 0), (29, 4, 6)]
[2790, 'Cracker', (39, 10, 0), (41, 7, 9)]
[2791, 'Sender', (50, 11, 0), (45, 5, 10)]
[2792, 'Sender', (36, 11, 1), (39, 8, 5)]
[2793, 'Sender', (52, 11, 3), (46, 7, 8)]
[2794, 'Sender', (62, 11, 2), (60, 8, 7)]
[2795, 'Cracker', (65, 9, 2), (61, 10, 10)]
[2796, 'Sender', (59, 11, 1), (59, 7, 7)]
[2797, 'Sender', (69, 11, 3), (76, 10, 11)]
[2798, 'Cracker', (67, 10, 3), (62, 11, 11)]
[2799, 'Sender', (71, 11, 12), (74, 18, 8)]
[2800, 'Cracker', (78, 10, 0), (72, 8, 11)]
[2801, 'Sender', (48, 11, 0), (47, 6, 9)]
[2802, 'Sender', (41, 11, 0), (35, 5, 6)]
[2803, 'Cracker', (62, 10, 5), (56, 11, 12)]
[2804, 'Cracker', (45, 9, 2), (44, 8, 8)]
[2805, 'Cracker', (74, 10, 1), (70, 5, 13)]
[2806, 'Sender', (28, 11, 0), (24, 7, 2)]
[2807, 'Cracker', (45, 10, 0), (53, 7, 11)]
[2808, 'Cracker', (58, 10, 2), (55, 9, 9)]
[2809, 'Sender', (43, 11, 3), (49, 9, 6)]
[2810, 'Cracker', (41, 8, 1), (41, 7, 13)]
[2811, 'Cracker', (84, 10, 10), (87, 18, 9)]
[2812, 'Cracker', (38, 9, 0), (49, 7, 5)]
[2813, 'Cracker', (42, 10, 1), (41, 8, 8)]
[2814, 'Sender', (31, 11, 1), (35, 7, 6)]
[2815, 'Sender', (50, 11, 0), (48, 7, 5)]
[2816, 'Cracker', (37, 10, 0), (41, 7, 10)]
[2817, 'Cracker', (60, 8, 2), (66, 9, 10)]
[2818, 'Cracker', (45, 9, 0), (39, 6, 10)]
[2819, 'Sender', (80, 11, 4), (72, 11, 10)]
[2820, 'Sender', (34, 11, 1), (36, 6, 9)]
[2821, 'Cracker', (49, 10, 0), (57, 8, 10)]
[2822, 'Cracker', (45, 10, 0), (37, 6, 10)]
[2823, 'Cracker', (41, 9, 0), (44, 6, 6)]
[2824, 'Cracker', (37, 9, 0), (41, 6, 11)]
[2825, 'Cracker', (60, 10, 1), (61, 7, 8)]
[2826, 'Cracker', (50, 10, 0), (54, 6, 9)]
[2827, 'Cracker', (76, 10, 2), (75, 9, 11)]
[2828, 'Sender', (39, 11, 0), (35, 8, 3)]
[2829, 'Cracker', (78, 10, 1), (74, 9, 12)]
[2830, 'Sender', (43, 11, 0), (38, 7, 5)]
[2831, 'Cracker', (61, 10, 1), (64, 7, 12)]
[2832, 'Cracker', (55, 9, 5), (62, 12, 8)]
[2833, 'Cracker', (47, 10, 1), (44, 8, 8)]
[2834, 'Sender', (27, 11, 0), (31, 6, 5)]
[2835, 'Sender', (32, 11, 0), (35, 7, 4)]
[2836, 'Cracker', (13, 5, 0), (17, 2, 9)]
[2837, 'Sender', (71, 11, 6), (69, 10, 7)]
[2838, 'Cracker', (51, 10, 1), (53, 8, 10)]
[2839, 'Cracker', (50, 10, 1), (60, 7, 12)]
[2840, 'Sender', (21, 11, 0), (23, 2, 4)]
[2841, 'Sender', (29, 11, 0), (33, 6, 8)]
[2842, 'Sender', (31, 11, 0), (38, 7, 5)]
[2843, 'Sender', (82, 11, 6), (73, 13, 9)]
[2844, 'Sender', (52, 11, 3), (47, 8, 7)]
[2845, 'Cracker', (31, 10, 0), (35, 7, 9)]
[2846, 'Sender', (87, 11, 6), (74, 13, 8)]
[2847, 'Cracker', (34, 8, 2), (34, 9, 6)]
[2848, 'Cracker', (34, 8, 0), (39, 6, 8)]
[2849, 'Sender', (49, 11, 1), (54, 7, 7)]
[2850, 'Cracker', (53, 9, 2), (50, 9, 12)]
[2851, 'Sender', (57, 11, 1), (60, 6, 6)]
[2852, 'Cracker', (59, 9, 0), (65, 8, 9)]
[2853, 'Sender', (31, 11, 1), (35, 6, 5)]
[2854, 'Sender', (63, 11, 0), (67, 8, 9)]
[2855, 'Sender', (64, 11, 1), (57, 9, 9)]
[2856, 'Sender', (51, 11, 0), (52, 8, 7)]
[2857, 'Sender', (32, 11, 0), (30, 6, 3)]
[2858, 'Cracker', (28, 9, 0), (29, 7, 6)]
[2859, 'Sender', (44, 11, 3), (43, 8, 4)]
[2860, 'Cracker', (33, 7, 0), (28, 3, 11)]
[2861, 'Sender', (42, 11, 0), (42, 6, 8)]
[2862, 'Cracker', (54, 10, 0), (56, 9, 8)]
[2863, 'Sender', (56, 11, 1), (45, 9, 8)]
[2864, 'Sender', (53, 11, 4), (55, 10, 4)]
[2865, 'Cracker', (50, 9, 0), (45, 7, 7)]
[2866, 'Cracker', (86, 10, 4), (87, 12, 12)]
[2867, 'Sender', (64, 11, 1), (66, 7, 12)]
[2868, 'Cracker', (37, 10, 0), (35, 5, 12)]
[2869, 'Cracker', (40, 10, 0), (45, 7, 5)]
[2870, 'Sender', (42, 11, 0), (41, 5, 7)]
[2871, 'Sender', (39, 11, 0), (45, 5, 10)]
[2872, 'Cracker', (34, 9, 0), (40, 4, 8)]
[2873, 'Cracker', (35, 9, 0), (35, 7, 6)]
[2874, 'Cracker', (46, 9, 3), (45, 9, 8)]
[2875, 'Cracker', (52, 10, 1), (54, 8, 12)]
[2876, 'Sender', (38, 11, 0), (31, 7, 7)]
[2877, 'Cracker', (35, 9, 0), (35, 8, 7)]
[2878, 'Cracker', (54, 10, 3), (54, 10, 8)]
[2879, 'Cracker', (61, 10, 1), (61, 9, 9)]
[2880, 'Sender', (48, 11, 3), (47, 11, 6)]
[2881, 'Cracker', (64, 10, 0), (71, 9, 11)]
[2882, 'Sender', (42, 11, 0), (40, 7, 8)]
[2883, 'Sender', (38, 11, 2), (42, 10, 7)]
[2884, 'Cracker', (45, 10, 2), (50, 9, 9)]
[2885, 'Cracker', (43, 9, 1), (44, 8, 6)]
[2886, 'Cracker', (53, 10, 1), (58, 10, 9)]
[2887, 'Cracker', (157, 10, 9), (139, 17, 17)]
[2888, 'Cracker', (28, 9, 0), (28, 8, 7)]
[2889, 'Cracker', (35, 9, 0), (32, 8, 5)]
[2890, 'Cracker', (51, 9, 0), (42, 7, 8)]
[2891, 'Cracker', (97, 10, 1), (95, 9, 16)]
[2892, 'Sender', (48, 11, 2), (52, 7, 7)]
[2893, 'Cracker', (43, 7, 1), (46, 6, 9)]
[2894, 'Sender', (25, 11, 2), (24, 8, 1)]
[2895, 'Sender', (32, 11, 0), (29, 5, 4)]
[2896, 'Sender', (47, 11, 4), (47, 10, 5)]
[2897, 'Sender', (42, 11, 0), (38, 6, 12)]
[2898, 'Cracker', (35, 9, 0), (39, 5, 11)]
[2899, 'Cracker', (77, 10, 1), (84, 9, 9)]
[2900, 'Cracker', (43, 9, 0), (47, 6, 10)]
[2901, 'Cracker', (43, 8, 0), (43, 4, 12)]
[2902, 'Cracker', (47, 9, 3), (52, 10, 6)]
[2903, 'Cracker', (56, 10, 0), (56, 6, 10)]
[2904, 'Sender', (52, 11, 1), (52, 6, 10)]
[2905, 'Sender', (28, 11, 1), (31, 7, 5)]
[2906, 'Sender', (61, 11, 0), (61, 9, 8)]
[2907, 'Cracker', (43, 9, 0), (35, 8, 5)]
[2908, 'Cracker', (24, 9, 0), (23, 7, 6)]
[2909, 'Cracker', (53, 10, 2), (53, 10, 10)]
[2910, 'Sender', (37, 11, 2), (32, 5, 6)]
[2911, 'Sender', (42, 11, 2), (43, 9, 7)]
[2912, 'Sender', (38, 11, 0), (39, 6, 8)]
[2913, 'Cracker', (34, 9, 0), (37, 5, 9)]
[2914, 'Sender', (42, 11, 1), (46, 8, 7)]
[2915, 'Cracker', (54, 10, 2), (51, 9, 9)]
[2916, 'Sender', (43, 11, 2), (47, 9, 8)]
[2917, 'Sender', (38, 11, 0), (38, 9, 5)]
[2918, 'Cracker', (58, 10, 1), (56, 9, 10)]
[2919, 'Sender', (55, 11, 7), (62, 12, 2)]
[2920, 'Sender', (47, 11, 0), (41, 6, 8)]
[2921, 'Sender', (58, 11, 0), (46, 7, 12)]
[2922, 'Sender', (110, 11, 5), (118, 12, 18)]
[2923, 'Cracker', (19, 6, 0), (22, 3, 8)]
[2924, 'Sender', (57, 11, 0), (56, 7, 7)]
[2925, 'Sender', (69, 11, 1), (64, 7, 13)]
[2926, 'Sender', (54, 11, 0), (53, 8, 8)]
[2927, 'Cracker', (104, 10, 3), (99, 11, 19)]
[2928, 'Cracker', (53, 9, 0), (43, 6, 10)]
[2929, 'Sender', (46, 11, 3), (45, 11, 6)]
[2930, 'Sender', (42, 11, 0), (44, 7, 11)]
[2931, 'Sender', (54, 11, 1), (55, 10, 5)]
[2932, 'Sender', (46, 11, 0), (38, 7, 7)]
[2933, 'Sender', (55, 11, 3), (48, 9, 8)]
[2934, 'Cracker', (34, 10, 0), (31, 8, 7)]
[2935, 'Sender', (78, 11, 3), (82, 10, 5)]
[2936, 'Cracker', (42, 10, 1), (40, 8, 11)]
[2937, 'Sender', (34, 11, 0), (31, 4, 7)]
[2938, 'Sender', (23, 11, 0), (20, 5, 3)]
[2939, 'Sender', (51, 11, 0), (49, 8, 7)]
[2940, 'Sender', (87, 11, 8), (80, 13, 9)]
[2941, 'Sender', (50, 11, 0), (45, 5, 8)]
[2942, 'Sender', (72, 11, 2), (82, 11, 17)]
[2943, 'Sender', (39, 11, 1), (36, 6, 8)]
[2944, 'Sender', (75, 11, 3), (73, 9, 12)]
[2945, 'Sender', (46, 11, 3), (36, 9, 8)]
[2946, 'Sender', (40, 11, 0), (47, 8, 8)]
[2947, 'Sender', (60, 11, 2), (65, 9, 13)]
[2948, 'Sender', (56, 11, 0), (57, 8, 5)]
[2949, 'Sender', (70, 11, 5), (75, 12, 10)]
[2950, 'Cracker', (48, 9, 1), (49, 8, 9)]
[2951, 'Sender', (51, 11, 1), (41, 8, 5)]
[2952, 'Sender', (48, 11, 1), (47, 7, 6)]
[2953, 'Sender', (52, 11, 0), (50, 9, 7)]
[2954, 'Cracker', (44, 10, 0), (42, 7, 11)]
[2955, 'Sender', (99, 11, 3), (90, 11, 14)]
[2956, 'Cracker', (49, 9, 2), (45, 8, 10)]
[2957, 'Sender', (56, 11, 3), (55, 10, 8)]
[2958, 'Cracker', (49, 10, 0), (49, 7, 10)]
[2959, 'Cracker', (67, 10, 3), (61, 9, 11)]
[2960, 'Sender', (77, 11, 3), (86, 10, 10)]
[2961, 'Sender', (58, 11, 1), (50, 7, 7)]
[2962, 'Cracker', (32, 8, 0), (31, 7, 6)]
[2963, 'Sender', (31, 11, 0), (31, 4, 7)]
[2964, 'Cracker', (40, 10, 0), (43, 8, 6)]
[2965, 'Sender', (33, 11, 0), (28, 7, 4)]
[2966, 'Sender', (30, 11, 0), (25, 4, 6)]
[2967, 'Sender', (47, 11, 0), (57, 7, 8)]
[2968, 'Sender', (80, 11, 4), (86, 9, 14)]
[2969, 'Cracker', (29, 8, 0), (34, 8, 7)]
[2970, 'Sender', (41, 11, 1), (46, 7, 5)]
[2971, 'Cracker', (54, 10, 2), (52, 10, 9)]
[2972, 'Sender', (31, 11, 0), (30, 6, 5)]
[2973, 'Sender', (46, 11, 2), (52, 7, 5)]
[2974, 'Cracker', (38, 10, 1), (35, 9, 4)]
[2975, 'Sender', (42, 11, 0), (45, 7, 8)]
[2976, 'Cracker', (62, 5, 1), (65, 5, 12)]
[2977, 'Sender', (44, 11, 0), (44, 6, 7)]
[2978, 'Cracker', (68, 10, 1), (67, 10, 10)]
[2979, 'Cracker', (53, 10, 0), (55, 8, 9)]
[2980, 'Sender', (79, 11, 10), (66, 16, 7)]
[2981, 'Cracker', (39, 9, 0), (50, 6, 10)]
[2982, 'Sender', (52, 11, 0), (53, 7, 7)]
[2983, 'Cracker', (63, 10, 1), (56, 9, 14)]
[2984, 'Sender', (48, 11, 0), (42, 8, 11)]
[2985, 'Sender', (46, 11, 2), (39, 6, 9)]
[2986, 'Cracker', (56, 10, 0), (52, 8, 10)]
[2987, 'Sender', (44, 11, 0), (49, 8, 10)]
[2988, 'Sender', (68, 11, 3), (61, 9, 7)]
[2989, 'Cracker', (93, 10, 5), (96, 13, 13)]
[2990, 'Sender', (34, 11, 0), (30, 5, 5)]
[2991, 'Sender', (82, 11, 3), (81, 9, 11)]
[2992, 'Sender', (116, 11, 2), (130, 10, 19)]
[2993, 'Sender', (50, 11, 2), (49, 7, 12)]
[2994, 'Cracker', (55, 10, 0), (59, 8, 8)]
[2995, 'Sender', (60, 11, 3), (63, 10, 10)]
[2996, 'Cracker', (42, 10, 1), (38, 9, 14)]
[2997, 'Cracker', (22, 9, 0), (25, 1, 10)]
[2998, 'Cracker', (52, 10, 0), (54, 8, 12)]
[2999, 'Cracker', (27, 9, 0), (30, 8, 5)]
[3000, 'Sender', (53, 11, 5), (51, 9, 8)]
[3001, 'Cracker', (21, 7, 0), (27, 5, 8)]
[3002, 'Cracker', (36, 10, 0), (32, 8, 8)]
[3003, 'Cracker', (43, 9, 0), (40, 6, 7)]
[3004, 'Sender', (42, 11, 1), (43, 6, 4)]
[3005, 'Cracker', (40, 9, 0), (39, 6, 9)]
[3006, 'Sender', (36, 11, 1), (27, 7, 3)]
[3007, 'Cracker', (43, 9, 1), (47, 9, 6)]
[3008, 'Cracker', (30, 10, 0), (29, 7, 7)]
[3009, 'Cracker', (34, 10, 0), (38, 7, 7)]
[3010, 'Cracker', (39, 9, 0), (44, 5, 11)]
[3011, 'Cracker', (30, 10, 0), (27, 7, 7)]
[3012, 'Sender', (55, 11, 1), (51, 9, 6)]
[3013, 'Sender', (70, 11, 5), (75, 12, 6)]
[3014, 'Sender', (41, 11, 0), (43, 7, 9)]
[3015, 'Sender', (46, 11, 0), (45, 7, 12)]
[3016, 'Sender', (39, 11, 6), (39, 10, 3)]
[3017, 'Sender', (20, 11, 0), (21, 4, 3)]
[3018, 'Cracker', (29, 8, 0), (26, 4, 8)]
[3019, 'Cracker', (46, 9, 0), (47, 8, 9)]
[3020, 'Cracker', (21, 8, 0), (27, 6, 8)]
[3021, 'Sender', (50, 11, 1), (53, 8, 9)]
[3022, 'Cracker', (36, 8, 0), (39, 7, 6)]
[3023, 'Sender', (40, 11, 0), (40, 6, 4)]
[3024, 'Sender', (36, 11, 0), (35, 5, 7)]
[3025, 'Cracker', (49, 9, 0), (52, 9, 9)]
[3026, 'Cracker', (82, 10, 4), (84, 12, 16)]
[3027, 'Cracker', (39, 10, 2), (45, 9, 6)]
[3028, 'Sender', (56, 11, 6), (50, 11, 7)]
[3029, 'Cracker', (32, 9, 0), (39, 5, 11)]
[3030, 'Cracker', (42, 10, 1), (50, 7, 10)]
[3031, 'Sender', (48, 11, 5), (38, 9, 4)]
[3032, 'Sender', (39, 11, 0), (38, 5, 5)]
[3033, 'Cracker', (43, 10, 0), (38, 7, 4)]
[3034, 'Cracker', (38, 9, 1), (45, 7, 6)]
[3035, 'Cracker', (45, 9, 2), (44, 6, 10)]
[3036, 'Sender', (53, 11, 1), (47, 9, 11)]
[3037, 'Sender', (25, 11, 0), (26, 5, 7)]
[3038, 'Sender', (51, 11, 2), (44, 8, 5)]
[3039, 'Cracker', (38, 10, 0), (39, 5, 9)]
[3040, 'Sender', (34, 11, 0), (44, 7, 8)]
[3041, 'Cracker', (49, 8, 0), (47, 6, 9)]
[3042, 'Cracker', (33, 10, 0), (32, 6, 6)]
[3043, 'Cracker', (42, 9, 0), (48, 8, 7)]
[3044, 'Cracker', (57, 10, 0), (56, 8, 7)]
[3045, 'Cracker', (67, 10, 3), (62, 11, 7)]
[3046, 'Sender', (24, 11, 0), (25, 6, 6)]
[3047, 'Sender', (53, 11, 2), (49, 9, 7)]
[3048, 'Cracker', (34, 9, 1), (38, 8, 6)]
[3049, 'Cracker', (55, 10, 1), (55, 9, 10)]
[3050, 'Cracker', (59, 10, 0), (63, 8, 10)]
[3051, 'Sender', (53, 11, 1), (51, 8, 4)]
[3052, 'Sender', (40, 11, 0), (36, 7, 5)]
[3053, 'Cracker', (48, 10, 1), (47, 8, 9)]
[3054, 'Sender', (104, 11, 6), (99, 12, 13)]
[3055, 'Cracker', (48, 10, 0), (42, 8, 11)]
[3056, 'Cracker', (31, 9, 0), (37, 5, 8)]
[3057, 'Sender', (26, 11, 1), (20, 4, 3)]
[3058, 'Sender', (41, 11, 0), (36, 5, 9)]
[3059, 'Cracker', (78, 10, 4), (91, 12, 11)]
[3060, 'Cracker', (49, 8, 1), (55, 7, 11)]
[3061, 'Cracker', (58, 10, 0), (56, 9, 11)]
[3062, 'Sender', (49, 11, 0), (53, 6, 5)]
[3063, 'Sender', (44, 11, 1), (39, 8, 4)]
[3064, 'Sender', (26, 11, 0), (24, 5, 7)]
[3065, 'Sender', (55, 11, 0), (55, 8, 7)]
[3066, 'Cracker', (86, 9, 1), (80, 10, 11)]
[3067, 'Cracker', (38, 9, 0), (36, 8, 7)]
[3068, 'Sender', (54, 11, 7), (56, 13, 10)]
[3069, 'Sender', (59, 11, 0), (58, 5, 13)]
[3070, 'Cracker', (30, 10, 1), (36, 6, 7)]
[3071, 'Sender', (49, 11, 4), (43, 9, 4)]
[3072, 'Cracker', (69, 10, 3), (67, 11, 17)]
[3073, 'Cracker', (42, 7, 0), (46, 6, 9)]
[3074, 'Sender', (61, 11, 5), (61, 12, 10)]
[3075, 'Sender', (18, 11, 0), (16, 5, 2)]
[3076, 'Cracker', (40, 6, 1), (39, 6, 9)]
[3077, 'Cracker', (58, 9, 1), (48, 9, 8)]
[3078, 'Sender', (55, 11, 2), (56, 9, 8)]
[3079, 'Sender', (105, 11, 4), (114, 12, 14)]
[3080, 'Sender', (44, 11, 0), (46, 7, 7)]
[3081, 'Cracker', (50, 8, 0), (48, 5, 11)]
[3082, 'Cracker', (34, 10, 0), (34, 4, 10)]
[3083, 'Cracker', (25, 8, 0), (29, 5, 8)]
[3084, 'Cracker', (30, 9, 0), (32, 5, 7)]
[3085, 'Cracker', (45, 9, 0), (48, 6, 9)]
[3086, 'Cracker', (34, 5, 0), (37, 5, 10)]
[3087, 'Sender', (60, 11, 3), (52, 9, 5)]
[3088, 'Cracker', (44, 10, 2), (51, 9, 7)]
[3089, 'Sender', (35, 11, 0), (39, 6, 7)]
[3090, 'Sender', (61, 11, 2), (52, 8, 7)]
[3091, 'Sender', (49, 11, 3), (45, 10, 7)]
[3092, 'Sender', (53, 11, 3), (42, 8, 5)]
[3093, 'Sender', (54, 11, 1), (50, 8, 6)]
[3094, 'Sender', (58, 11, 2), (62, 10, 8)]
[3095, 'Cracker', (54, 8, 1), (59, 8, 8)]
[3096, 'Sender', (41, 11, 0), (44, 8, 6)]
[3097, 'Sender', (46, 11, 0), (45, 6, 8)]
[3098, 'Cracker', (51, 9, 0), (54, 8, 10)]
[3099, 'Sender', (35, 11, 0), (38, 5, 5)]
[3100, 'Sender', (27, 11, 0), (30, 5, 6)]
[3101, 'Sender', (78, 11, 3), (76, 10, 11)]
[3102, 'Cracker', (28, 8, 0), (28, 4, 8)]
[3103, 'Sender', (47, 11, 3), (51, 8, 5)]
[3104, 'Cracker', (39, 7, 1), (48, 6, 12)]
[3105, 'Sender', (54, 11, 2), (57, 9, 8)]
[3106, 'Cracker', (32, 9, 0), (30, 7, 8)]
[3107, 'Cracker', (30, 7, 0), (36, 5, 9)]
[3108, 'Cracker', (45, 10, 0), (44, 8, 10)]
[3109, 'Cracker', (29, 9, 0), (35, 7, 7)]
[3110, 'Sender', (55, 11, 0), (46, 8, 8)]
[3111, 'Sender', (42, 11, 0), (43, 7, 6)]
[3112, 'Sender', (53, 11, 4), (44, 10, 5)]
[3113, 'Cracker', (17, 5, 0), (24, 1, 11)]
[3114, 'Sender', (59, 11, 0), (57, 7, 9)]
[3115, 'Sender', (46, 11, 0), (46, 5, 14)]
[3116, 'Sender', (45, 11, 4), (45, 10, 8)]
[3117, 'Cracker', (29, 10, 1), (27, 8, 7)]
[3118, 'Sender', (50, 11, 4), (43, 11, 2)]
[3119, 'Cracker', (34, 9, 0), (31, 6, 6)]
[3120, 'Cracker', (45, 9, 0), (54, 5, 13)]
[3121, 'Sender', (57, 11, 1), (62, 9, 9)]
[3122, 'Sender', (58, 11, 0), (54, 5, 8)]
[3123, 'Cracker', (46, 10, 2), (50, 11, 9)]
[3124, 'Sender', (33, 11, 0), (30, 6, 7)]
[3125, 'Cracker', (55, 10, 0), (55, 9, 9)]
[3126, 'Sender', (31, 11, 0), (29, 5, 6)]
[3127, 'Sender', (46, 11, 0), (43, 5, 7)]
[3128, 'Cracker', (41, 9, 1), (41, 8, 9)]
[3129, 'Cracker', (49, 10, 0), (54, 8, 10)]
[3130, 'Cracker', (93, 10, 5), (87, 13, 13)]
[3131, 'Sender', (64, 11, 0), (59, 7, 9)]
[3132, 'Sender', (41, 11, 0), (42, 5, 8)]
[3133, 'Sender', (51, 11, 1), (48, 6, 7)]
[3134, 'Cracker', (48, 10, 2), (47, 9, 8)]
[3135, 'Cracker', (46, 10, 0), (38, 7, 10)]
[3136, 'Cracker', (45, 10, 0), (44, 6, 9)]
[3137, 'Cracker', (49, 10, 0), (47, 9, 7)]
[3138, 'Cracker', (33, 10, 0), (32, 7, 7)]
[3139, 'Cracker', (81, 10, 3), (75, 11, 18)]
[3140, 'Sender', (66, 11, 4), (62, 9, 7)]
[3141, 'Sender', (38, 11, 0), (33, 6, 5)]
[3142, 'Cracker', (17, 6, 0), (26, 4, 7)]
[3143, 'Sender', (41, 11, 2), (31, 7, 7)]
[3144, 'Cracker', (51, 10, 0), (54, 9, 13)]
[3145, 'Sender', (35, 11, 3), (36, 7, 5)]
[3146, 'Cracker', (55, 10, 4), (61, 12, 9)]
[3147, 'Cracker', (62, 10, 0), (61, 9, 10)]
[3148, 'Cracker', (78, 10, 2), (88, 9, 12)]
[3149, 'Cracker', (54, 10, 1), (52, 8, 11)]
[3150, 'Cracker', (38, 9, 0), (39, 7, 7)]
[3151, 'Sender', (56, 11, 2), (47, 9, 4)]
[3152, 'Cracker', (48, 10, 0), (48, 8, 8)]
[3153, 'Sender', (53, 11, 0), (45, 7, 6)]
[3154, 'Cracker', (40, 5, 1), (39, 6, 6)]
[3155, 'Cracker', (46, 10, 0), (41, 9, 8)]
[3156, 'Sender', (34, 11, 0), (32, 7, 6)]
[3157, 'Sender', (68, 11, 3), (56, 9, 7)]
[3158, 'Sender', (52, 11, 5), (46, 11, 8)]
[3159, 'Cracker', (55, 10, 0), (59, 6, 12)]
[3160, 'Cracker', (68, 10, 3), (76, 10, 16)]
[3161, 'Cracker', (44, 10, 0), (49, 7, 10)]
[3162, 'Cracker', (31, 8, 0), (34, 7, 6)]
[3163, 'Sender', (57, 11, 7), (51, 13, 6)]
[3164, 'Cracker', (28, 8, 0), (31, 7, 4)]
[3165, 'Sender', (30, 11, 1), (28, 5, 8)]
[3166, 'Sender', (46, 11, 0), (51, 7, 8)]
[3167, 'Sender', (58, 11, 2), (60, 8, 8)]
[3168, 'Cracker', (54, 8, 0), (58, 4, 13)]
[3169, 'Sender', (84, 11, 1), (72, 8, 12)]
[3170, 'Sender', (48, 11, 0), (43, 5, 6)]
[3171, 'Cracker', (79, 10, 3), (76, 11, 14)]
[3172, 'Cracker', (53, 8, 0), (52, 5, 8)]
[3173, 'Sender', (58, 11, 2), (56, 9, 11)]
[3174, 'Cracker', (86, 10, 1), (85, 9, 14)]
[3175, 'Sender', (54, 11, 1), (63, 10, 7)]
[3176, 'Sender', (27, 11, 0), (25, 5, 5)]
[3177, 'Sender', (48, 11, 1), (47, 6, 7)]
[3178, 'Cracker', (44, 10, 0), (46, 7, 7)]
[3179, 'Cracker', (43, 9, 0), (36, 7, 7)]
[3180, 'Sender', (31, 11, 1), (32, 7, 3)]
[3181, 'Cracker', (41, 10, 0), (40, 7, 10)]
[3182, 'Cracker', (31, 10, 0), (38, 7, 8)]
[3183, 'Cracker', (46, 10, 0), (42, 5, 11)]
[3184, 'Sender', (44, 11, 0), (39, 4, 7)]
[3185, 'Cracker', (28, 8, 0), (32, 7, 5)]
[3186, 'Cracker', (22, 7, 0), (24, 3, 8)]
[3187, 'Sender', (44, 11, 0), (44, 6, 4)]
[3188, 'Cracker', (50, 8, 1), (53, 6, 6)]
[3189, 'Cracker', (29, 9, 0), (29, 6, 7)]
[3190, 'Sender', (44, 11, 0), (40, 5, 8)]
[3191, 'Cracker', (32, 10, 0), (34, 7, 8)]
[3192, 'Sender', (40, 11, 3), (29, 8, 4)]
[3193, 'Cracker', (93, 10, 2), (93, 10, 11)]
[3194, 'Sender', (62, 11, 0), (62, 7, 7)]
[3195, 'Cracker', (63, 10, 1), (60, 9, 12)]
[3196, 'Sender', (37, 11, 0), (41, 7, 5)]
[3197, 'Sender', (54, 11, 2), (53, 7, 6)]
[3198, 'Cracker', (56, 10, 0), (55, 9, 7)]
